"*For any cells that have more than one value, please use a pipe (|) to separate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REQUIRED ,REQUIRED ,REQUIRED ,REQUIRED ,REQUIRED ,REQUIRED ,REQUIRED: if additional volumes ,OPTIONAL: if additional volumes,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,OPTIONAL,,,,,,,,,,
Title,Unique identifier,Link to digitized copy,Creator,Date,Place of publication and publisher,URL ,Label,Contributing author(s),Alternate title,Date digitized,Edition,Extent,Series,Description,Table of Contents,Provenance,Language,Subject,Spatial coverage,Temporal coverage,Relation,Rights,Bibliographic citation,,,,,,,,,,
みづゑ 第78号 / Mizue No.78,00068567,http://mizue.bookarchive.jp/sassi/sassi_78.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1911-08-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第79号 / Mizue No.79,00068569,http://mizue.bookarchive.jp/sassi/sassi_79.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1911-09-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第80号 / Mizue No.80,00068571,http://mizue.bookarchive.jp/sassi/sassi_80.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1911-10-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第81号 / Mizue No.81,00068573,http://mizue.bookarchive.jp/sassi/sassi_81.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1911-11-15,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第82号 / Mizue No.82,00068575,http://mizue.bookarchive.jp/sassi/sassi_82.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1911-12-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第83号 / Mizue No.83,00068577,http://mizue.bookarchive.jp/sassi/sassi_83.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1912-01-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第84号 / Mizue No.84,00068579,http://mizue.bookarchive.jp/sassi/sassi_84.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1912-02-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第85号 / Mizue No.85,00068581,http://mizue.bookarchive.jp/sassi/sassi_85.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1912-03-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第86号 / Mizue No.86,00068583,http://mizue.bookarchive.jp/sassi/sassi_86.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1912-04-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第87号 / Mizue No.87,00068585,http://mizue.bookarchive.jp/sassi/sassi_87.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1912-05-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第88号 / Mizue No.88,00068587,http://mizue.bookarchive.jp/sassi/sassi_88.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1912-06-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第89号 / Mizue No.89,00068589,http://mizue.bookarchive.jp/sassi/sassi_89.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1912-07-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,Japanese,,,,,,,,,,,,,,,,
みづゑ 第90号 / Mizue No.90,00068591,http://mizue.bookarchive.jp/sassi/sassi_90.html,東京文化財研究所 | 国立情報学研究所 / Tokyo National Research Institute for Cultural Properties | National Institute of Informatics,1912-08-03,東京 : 春鳥会 / Tōkyō : Shunchōkai ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
